St Vincent's Hospital [Fitzroy],Hospital,Vic,Major hospitals,2014Ð15,"55,766",,"$4,100",,"$4,680",,14%,,,,,,
Sunshine Hospital,Hospital,Vic,Medium metropolitan hospitals,2012Ð13,"32,666",,"$3,700",,"$4,300",,5%,,,,,,
Sunshine Hospital,Hospital,Vic,Medium metropolitan hospitals,2013Ð14,"33,138",,"$3,600",,"$4,200",,5%,,,,,,
Sunshine Hospital,Hospital,Vic,Medium metropolitan hospitals,2014Ð15,"38,249",,"$3,500",,"$4,080",,5%,,,,,,
The Alfred,Hospital,Vic,Major hospitals,2012Ð13,"83,558",,"$3,900",,"$4,730",,12%,,,,,,
The Alfred,Hospital,Vic,Major hospitals,2013Ð14,"81,953",,"$3,800",,"$4,730",,13%,,,,,,
The Alfred,Hospital,Vic,Major hospitals,2014Ð15,"88,609",,"$3,900",,"$4,680",,12%,,,,,,
The Bendigo Hospital,Hospital,Vic,Large regional hospitals,2012Ð13,NP,,NP,,"$4,450",,NP,,,,,,
The Bendigo Hospital,Hospital,Vic,Large regional hospitals,2013Ð14,"28,191",,"$4,100",,"$4,490",,15%,,,,,,
The Bendigo Hospital,Hospital,Vic,Large regional hospitals,2014Ð15,"29,224",,"$3,800",,"$4,420",,14%,,,,,,
The Northern Hospital [Epping],Hospital,Vic,Large metropolitan hospitals,2012Ð13,"42,703",,"$3,600",,"$4,460",,11%,,,,,,
The Northern Hospital [Epping],Hospital,Vic,Large metropolitan hospitals,2013Ð14,"45,960",,"$3,600",,"$4,440",,10%,,,,,,
The Northern Hospital [Epping],Hospital,Vic,Large metropolitan hospitals,2014Ð15,"48,736",,"$3,800",,"$4,460",,10%,,,,,,
University Hospital Geelong,Hospital,Vic,Major hospitals,2012Ð13,"55,266",,"$4,200",,"$4,730",,16%,,,,,,
University Hospital Geelong,Hospital,Vic,Major hospitals,2013Ð14,"57,034",,"$4,000",,"$4,730",,16%,,,,,,
University Hospital Geelong,Hospital,Vic,Major hospitals,2014Ð15,"59,889",,"$4,100",,"$4,680",,18%,,,,,,
Werribee Mercy Hospital,Hospital,Vic,Medium metropolitan hospitals,2012Ð13,"15,731",,"$3,800",,"$4,300",,6%,,,,,,
Werribee Mercy Hospital,Hospital,Vic,Medium metropolitan hospitals,2013Ð14,"16,697",,"$3,700",,"$4,200",,5%,,,,,,
Werribee Mercy Hospital,Hospital,Vic,Medium metropolitan hospitals,2014Ð15,"18,837",,"$3,900",,"$4,080",,4%,,,,,,
West Gippsland Healthcare Group [Warragul],Hospital,Vic,Medium regional hospitals,2012Ð13,"8,031",,"$4,200",,"$5,100",,5%,,,,,,
West Gippsland Healthcare Group [Warragul],Hospital,Vic,Medium regional hospitals,2013Ð14,"8,497",,"$4,000",,"$4,940",,6%,,,,,,
West Gippsland Healthcare Group [Warragul],Hospital,Vic,Medium regional hospitals,2014Ð15,"8,313",,"$4,300",,"$4,950",,8%,,,,,,
Western Hospital [Footscray],Hospital,Vic,Large metropolitan hospitals,2012Ð13,"45,008",,"$3,700",,"$4,460",,6%,,,,,,
Western Hospital [Footscray],Hospital,Vic,Large metropolitan hospitals,2013Ð14,"44,404",,"$3,500",,"$4,440",,7%,,,,,,
Western Hospital [Footscray],Hospital,Vic,Large metropolitan hospitals,2014Ð15,"42,245",,"$3,700",,"$4,460",,7%,,,,,,
Williamstown Hospital,Hospital,Vic,Medium metropolitan hospitals,2012Ð13,"2,201",,"$5,200",,"$4,300",,4%,,,,,,
Williamstown Hospital,Hospital,Vic,Medium metropolitan hospitals,2013Ð14,"3,119",,"$5,800",,"$4,200",,5%,,,,,,
Williamstown Hospital,Hospital,Vic,Medium metropolitan hospitals,2014Ð15,"4,715",,"$4,000",,"$4,080",,7%,,,,,,
Bundaberg Base Hospital,Hospital,Qld,Large regional hospitals,2012Ð13,NP,,NP,,"$4,450",,NP,,,,,,
Bundaberg Base Hospital,Hospital,Qld,Large regional hospitals,2013Ð14,"18,962",,"$4,900",,"$4,490",,14%,,,,,,
Bundaberg Base Hospital,Hospital,Qld,Large regional hospitals,2014Ð15,"19,086",,"$4,900",,"$4,420",,15%,,,,,,
Caboolture Hospital,Hospital,Qld,Medium metropolitan hospitals,2012Ð13,"18,080",,"$4,800",,"$4,300",,6%,,,,,,
Caboolture Hospital,Hospital,Qld,Medium metropolitan hospitals,2013Ð14,"19,375",,"$4,400",,"$4,200",,10%,,,,,,
Caboolture Hospital,Hospital,Qld,Medium metropolitan hospitals,2014Ð15,"20,383",,"$4,300",,"$4,080",,10%,,,,,,
Cairns Hospital,Hospital,Qld,Large regional hospitals,2012Ð13,"45,287",,"$4,300",,"$4,450",,9%,,,,,,
Cairns Hospital,Hospital,Qld,Large regional hospitals,2013Ð14,"47,463",,"$4,400",,"$4,490",,7%,,,,,,
Cairns Hospital,Hospital,Qld,Large regional hospitals,2014Ð15,"50,754",,"$4,400",,"$4,420",,9%,,,,,,
Gladstone Hospital,Hospital,Qld,Medium regional hospitals,2012Ð13,"4,055",,"$5,000",,"$5,100",,20%,,,,,,
Gladstone Hospital,Hospital,Qld,Medium regional hospitals,2013Ð14,"4,353",,"$4,600",,"$4,940",,24%,,,,,,
Gladstone Hospital,Hospital,Qld,Medium regional hospitals,2014Ð15,"4,575",,"$5,700",,"$4,950",,26%,,,,,,
Gold Coast University Hospital,Hospital,Qld,Major hospitals,2012Ð13,"56,818",,"$5,100",,"$4,730",,7%,,,,,,
Gold Coast University Hospital,Hospital,Qld,Major hospitals,2013Ð14,NP,,NP,,"$4,730",,NP,,,,,,
Gold Coast University Hospital,Hospital,Qld,Major hospitals,2014Ð15,NP,,NP,,"$4,680",,NP,,,,,,
Gympie Hospital,Hospital,Qld,Medium regional hospitals,2012Ð13,"4,738",,"$5,200",,"$5,100",,9%,,,,,,
Gympie Hospital,Hospital,Qld,Medium regional hospitals,2013Ð14,"5,001",,"$4,900",,"$4,940",,10%,,,,,,
Gympie Hospital,Hospital,Qld,Medium regional hospitals,2014Ð15,"5,130",,"$4,500",,"$4,950",,15%,,,,,,
Hervey Bay Hospital,Hospital,Qld,Large regional hospitals,2012Ð13,"12,927",,"$5,400",,"$4,450",,18%,,,,,,
Hervey Bay Hospital,Hospital,Qld,Large regional hospitals,2013Ð14,"13,845",,"$5,600",,"$4,490",,18%,,,,,,
Hervey Bay Hospital,Hospital,Qld,Large regional hospitals,2014Ð15,"15,325",,"$5,300",,"$4,420",,18%,,,,,,
Ipswich Hospital,Hospital,Qld,Large metropolitan hospitals,2012Ð13,NP,,NP,,"$4,460",,NP,,,,,,
Ipswich Hospital,Hospital,Qld,Large metropolitan hospitals,2013Ð14,"31,992",,"$4,900",,"$4,440",,10%,,,,,,
Ipswich Hospital,Hospital,Qld,Large metropolitan hospitals,2014Ð15,"33,422",,"$5,100",,"$4,460",,10%,,,,,,
Logan Hospital,Hospital,Qld,Large metropolitan hospitals,2012Ð13,NP,,NP,,"$4,460",,NP,,,,,,
Logan Hospital,Hospital,Qld,Large metropolitan hospitals,2013Ð14,"36,410",,"$5,100",,"$4,440",,6%,,,,,,
Logan Hospital,Hospital,Qld,Large metropolitan hospitals,2014Ð15,"38,806",,"$4,900",,"$4,460",,7%,,,,,,
Mackay Base Hospital,Hospital,Qld,Large regional hospitals,2012Ð13,NP,,NP,,"$4,450",,NP,,,,,,
Mackay Base Hospital,Hospital,Qld,Large regional hospitals,2013Ð14,"18,788",,"$5,900",,"$4,490",,24%,,,,,,
Mackay Base Hospital,Hospital,Qld,Large regional hospitals,2014Ð15,"21,737",,"$5,600",,"$4,420",,24%,,,,,,
Maryborough Hospital,Hospital,Qld,Medium regional hospitals,2012Ð13,"4,069",,"$3,600",,"$5,100",,6%,,,,,,
Maryborough Hospital,Hospital,Qld,Medium regional hospitals,2013Ð14,"3,876",,"$3,400",,"$4,940",,6%,,,,,,
Maryborough Hospital,Hospital,Qld,Medium regional hospitals,2014Ð15,"4,416",,"$3,800",,"$4,950",,6%,,,,,,
Mater Adult Hospital,Hospital,Qld,Large metropolitan hospitals,2012Ð13,"20,081",,"$5,200",,"$4,460",,7%,,,,,,
Mater Adult Hospital,Hospital,Qld,Large metropolitan hospitals,2013Ð14,"20,773",,"$4,900",,"$4,440",,6%,,,,,,
Mater Adult Hospital,Hospital,Qld,Large metropolitan hospitals,2014Ð15,"21,974",,"$4,500",,"$4,460",,5%,,,,,,
Mount Isa Base Hospital,Hospital,Qld,Medium regional hospitals,2012Ð13,"5,593",,"$5,500",,"$5,100",,7%,,,,,,
Mount Isa Base Hospital,Hospital,Qld,Medium regional hospitals,2013Ð14,"5,583",,"$5,300",,"$4,940",,4%,,,,,,
Mount Isa Base Hospital,Hospital,Qld,Medium regional hospitals,2014Ð15,"5,547",,"$5,600",,"$4,950",,4%,,,,,,
Nambour General Hospital,Hospital,Qld,Large metropolitan hospitals,2012Ð13,NP,,NP,,"$4,460",,NP,,,,,,
Nambour General Hospital,Hospital,Qld,Large metropolitan hospitals,2013Ð14,"46,497",,"$4,500",,"$4,440",,12%,,,,,,
Nambour General Hospital,Hospital,Qld,Large metropolitan hospitals,2014Ð15,"47,732",,"$4,700",,"$4,460",,10%,,,,,,
Princess Alexandra Hospital,Hospital,Qld,Major hospitals,2012Ð13,"89,319",,"$5,100",,"$4,730",,10%,,,,,,
Princess Alexandra Hospital,Hospital,Qld,Major hospitals,2013Ð14,"89,177",,"$5,100",,"$4,730",,10%,,,,,,
Princess Alexandra Hospital,Hospital,Qld,Major hospitals,2014Ð15,"96,060",,"$5,500",,"$4,680",,11%,,,,,,
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2012Ð13,"15,751",,"$5,600",,"$4,460",,9%,,,,,,
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2013Ð14,"17,528",,"$5,000",,"$4,440",,11%,,,,,,
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2014Ð15,"20,959",,"$5,000",,"$4,460",,11%,,,,,,
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2012Ð13,NP,,NP,,"$4,460",,NP,,,,,,
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2013Ð14,"24,928",,"$4,700",,"$4,440",,14%,,,,,,
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2014Ð15,"27,017",,"$4,400",,"$4,460",,16%,,,,,,
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2012Ð13,"14,607",,"$4,300",,"$4,300",,9%,,,,,,
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2013Ð14,"14,250",,"$4,200",,"$4,200",,11%,,,,,,
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2014Ð15,"14,602",,"$4,700",,"$4,080",,14%,,,,,,
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2012Ð13,NP,,NP,,"$4,300",,NP,,,,,,
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2013Ð14,NP,,NP,,"$4,200",,NP,,,,,,
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2014Ð15,NP,,NP,,"$4,080",,NP,,,,,,
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2012Ð13,NP,,NP,,"$4,450",,NP,,,,,,
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2013Ð14,"21,565",,"$4,700",,"$4,490",,21%,,,,,,
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2014Ð15,"22,277",,"$5,200",,"$4,420",,23%,,,,,,
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2012Ð13,"97,341",,"$5,000",,"$4,730",,11%,,,,,,
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2013Ð14,"96,207",,"$5,000",,"$4,730",,12%,,,,,,
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2014Ð15,"97,351",,"$4,700",,"$4,680",,12%,,,,,,
The Prince Charles Hospital,Hospital,Qld,Major hospitals,2012Ð13,"51,821",,"$5,500",,"$4,730",,19%,,,,,,
The Prince Charles Hospital,Hospital,Qld,Major hospitals,2013Ð14,"52,786",,"$5,600",,"$4,730",,21%,,,,,,
The Prince Charles Hospital,Hospital,Qld,Major hospitals,2014Ð15,"54,764",,"$5,100",,"$4,680",,24%,,,,,,
The Townsville Hospital,Hospital,Qld,Major hospitals,2012Ð13,"59,420",,"$4,500",,"$4,730",,13%,,,,,,
The Townsville Hospital,Hospital,Qld,Major hospitals,2013Ð14,"59,450",,"$4,700",,"$4,730",,13%,,,,,,
The Townsville Hospital,Hospital,Qld,Major hospitals,2014Ð15,"64,284",,"$4,700",,"$4,680",,13%,,,,,,
Toowoomba Hospital,Hospital,Qld,Large regional hospitals,2012Ð13,NP,,NP,,"$4,450",,NP,,,,,,
Toowoomba Hospital,Hospital,Qld,Large regional hospitals,2013Ð14,"30,257",,"$4,700",,"$4,490",,16%,,,,,,
Toowoomba Hospital,Hospital,Qld,Large regional hospitals,2014Ð15,"32,610",,"$4,600",,"$4,420",,18%,,,,,,
Flinders Medical Centre,Hospital,SA,Major hospitals,2012Ð13,"73,228",,"$5,100",,"$4,730",,5%,,,,,,
Flinders Medical Centre,Hospital,SA,Major hospitals,2013Ð14,"75,510",,"$4,900",,"$4,730",,6%,,,,,,
Flinders Medical Centre,Hospital,SA,Major hospitals,2014Ð15,"77,359",,"$4,700",,"$4,680",,6%,,,,,,
Lyell McEwin Hospital,Hospital,SA,Large metropolitan hospitals,2012Ð13,"41,074",,"$4,400",,"$4,460",,4%,,,,,,
Lyell McEwin Hospital,Hospital,SA,Large metropolitan hospitals,2013Ð14,"42,105",,"$4,300",,"$4,440",,4%,,,,,,
Lyell McEwin Hospital,Hospital,SA,Large metropolitan hospitals,2014Ð15,"43,741",,"$4,200",,"$4,460",,5%,,,,,,
Modbury Hospital,Hospital,SA,Large metropolitan hospitals,2012Ð13,NP,,NP,,"$4,460",,NP,,,,,,
Modbury Hospital,Hospital,SA,Large metropolitan hospitals,2013Ð14,"14,308",,"$4,200",,"$4,440",,1%,,,,,,
Modbury Hospital,Hospital,SA,Large metropolitan hospitals,2014Ð15,"14,501",,"$4,000",,"$4,460",,3%,,,,,,
Mount Gambier and Districts Health Service,Hospital,SA,Medium regional hospitals,2012Ð13,"7,011",,"$6,000",,"$5,100",,2%,,,,,,
Mount Gambier and Districts Health Service,Hospital,SA,Medium regional hospitals,2013Ð14,"7,147",,"$5,100",,"$4,940",,2%,,,,,,
Mount Gambier and Districts Health Service,Hospital,SA,Medium regional hospitals,2014Ð15,"7,365",,"$5,200",,"$4,950",,2%,,,,,,
Noarlunga Hospital,Hospital,SA,Medium metropolitan hospitals,2012Ð13,"8,021",,"$4,400",,"$4,300",,1%,,,,,,
Noarlunga Hospital,Hospital,SA,Medium metropolitan hospitals,2013Ð14,"7,670",,"$4,300",,"$4,200",,1%,,,,,,
Noarlunga Hospital,Hospital,SA,Medium metropolitan hospitals,2014Ð15,"8,487",,"$3,800",,"$4,080",,3%,,,,,,
Port Augusta Hospital and Regional Health Services,Hospital,SA,Medium regional hospitals,2012Ð13,"5,453",,"$4,800",,"$5,100",,4%,,,,,,
Port Augusta Hospital and Regional Health Services,Hospital,SA,Medium regional hospitals,2013Ð14,"5,549",,"$4,900",,"$4,940",,5%,,,,,,
Port Augusta Hospital and Regional Health Services,Hospital,SA,Medium regional hospitals,2014Ð15,"5,244",,"$4,900",,"$4,950",,5%,,,,,,
Royal Adelaide Hospital,Hospital,SA,Major hospitals,2012Ð13,"87,590",,"$5,100",,"$4,730",,8%,,,,,,
Royal Adelaide Hospital,Hospital,SA,Major hospitals,2013Ð14,"87,774",,"$5,200",,"$4,730",,9%,,,,,,
Royal Adelaide Hospital,Hospital,SA,Major hospitals,2014Ð15,"89,381",,"$5,300",,"$4,680",,9%,,,,,,
The Queen Elizabeth Hospital,Hospital,SA,Large metropolitan hospitals,2012Ð13,"37,777",,"$5,200",,"$4,460",,13%,,,,,,
The Queen Elizabeth Hospital,Hospital,SA,Large metropolitan hospitals,2013Ð14,"37,937",,"$5,300",,"$4,440",,12%,,,,,,
The Queen Elizabeth Hospital,Hospital,SA,Large metropolitan hospitals,2014Ð15,"39,118",,"$5,200",,"$4,460",,9%,,,,,,
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2012Ð13,"5,942",,"$4,300",,"$5,100",,6%,,,,,,
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2013Ð14,"5,971",,"$4,500",,"$4,940",,7%,,,,,,
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2014Ð15,"6,153",,"$4,900",,"$4,950",,5%,,,,,,
Albany Hospital,Hospital,WA,Medium regional hospitals,2012Ð13,NA,,NA,,"$5,100",,NA,,,,,,
Albany Hospital,Hospital,WA,Medium regional hospitals,2013Ð14,NP,,NP,,"$4,940",,NP,,,,,,
Albany Hospital,Hospital,WA,Medium regional hospitals,2014Ð15,"10,483",,"$5,400",,"$4,950",,15%,,,,,,
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012Ð13,"18,009",,"$5,800",,"$4,460",,4%,,,,,,
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013Ð14,"19,745",,"$6,000",,"$4,440",,3%,,,,,,
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014Ð15,"20,015",,"$6,000",,"$4,460",,3%,,,,,,
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2012Ð13,"16,491",,"$4,800",,"$5,100",,1%,,,,,,
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2013Ð14,"17,172",,"$5,200",,"$4,940",,1%,,,,,,
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2014Ð15,"18,420",,"$4,900",,"$4,950",,0%,,,,,,
Fiona Stanley Hospital,Hospital,WA,Major hospitals,2014Ð15,NA,,NA,,"$4,680",,NA,,,,,,
Fremantle Hospital,Hospital,WA,Large metropolitan hospitals,2012Ð13,"51,132",,"$5,400",,"$4,460",,9%,,,,,,
Fremantle Hospital,Hospital,WA,Large metropolitan hospitals,2013Ð14,"51,956",,"$5,800",,"$4,440",,12%,,,,,,
Fremantle Hospital,Hospital,WA,Large metropolitan hospitals,2014Ð15,"35,216",,"$6,300",,"$4,460",,13%,,,,,,
Geraldton Hospital,Hospital,WA,Medium regional hospitals,2012Ð13,"8,974",,"$4,800",,"$5,100",,0%,,,,,,
Geraldton Hospital,Hospital,WA,Medium regional hospitals,2013Ð14,"9,330",,"$4,900",,"$4,940",,0%,,,,,,
Geraldton Hospital,Hospital,WA,Medium regional hospitals,2014Ð15,"9,641",,"$5,000",,"$4,950",,0%,,,,,,
Joondalup Health Campus (Public),Hospital,WA,Large metropolitan hospitals,2012Ð13,NA,,NA,,"$4,460",,NA,,,,,,
Joondalup Health Campus (Public),Hospital,WA,Large metropolitan hospitals,2013Ð14,NA,,NA,,"$4,440",,NA,,,,,,
Joondalup Health Campus (Public),Hospital,WA,Large metropolitan hospitals,2014Ð15,NA,,NA,,"$4,460",,NA,,,,,,
Kalgoorlie Hospital,Hospital,WA,Medium regional hospitals,2012Ð13,"6,933",,"$6,700",,"$5,100",,10%,,,,,,
Kalgoorlie Hospital,Hospital,WA,Medium regional hospitals,2013Ð14,"7,192",,"$6,000",,"$4,940",,8%,,,,,,
Kalgoorlie Hospital,Hospital,WA,Medium regional hospitals,2014Ð15,"6,995",,"$6,400",,"$4,950",,8%,,,,,,
Rockingham General Hospital,Hospital,WA,Large metropolitan hospitals,2012Ð13,"15,819",,"$6,100",,"$4,460",,1%,,,,,,
Rockingham General Hospital,Hospital,WA,Large metropolitan hospitals,2013Ð14,"16,744",,"$5,800",,"$4,440",,3%,,,,,,
Rockingham General Hospital,Hospital,WA,Large metropolitan hospitals,2014Ð15,"17,004",,"$5,800",,"$4,460",,6%,,,,,,
Royal Perth Hospital Wellington Street Campus,Hospital,WA,Major hospitals,2012Ð13,"80,134",,"$5,300",,"$4,730",,8%,,,,,,
Royal Perth Hospital Wellington Street Campus,Hospital,WA,Major hospitals,2013Ð14,"80,470",,"$5,700",,"$4,730",,12%,,,,,,
Royal Perth Hospital Wellington Street Campus,Hospital,WA,Major hospitals,2014Ð15,"73,120",,"$5,900",,"$4,680",,11%,,,,,,
Sir Charles Gairdner Hospital,Hospital,WA,Major hospitals,2012Ð13,"76,650",,"$5,800",,"$4,730",,11%,,,,,,
Sir Charles Gairdner Hospital,Hospital,WA,Major hospitals,2013Ð14,"76,431",,"$5,800",,"$4,730",,15%,,,,,,
Sir Charles Gairdner Hospital,Hospital,WA,Major hospitals,2014Ð15,"79,314",,"$5,800",,"$4,680",,15%,,,,,,
Swan District Hospital,Hospital,WA,Medium metropolitan hospitals,2012Ð13,"16,586",,"$4,600",,"$4,300",,0%,,,,,,
Swan District Hospital,Hospital,WA,Medium metropolitan hospitals,2013Ð14,"16,440",,"$5,100",,"$4,200",,0%,,,,,,
Swan District Hospital,Hospital,WA,Medium metropolitan hospitals,2014Ð15,"16,308",,"$5,000",,"$4,080",,0%,,,,,,
Launceston General Hospital,Hospital,Tas,Large regional hospitals,2012Ð13,"29,121",,"$4,000",,"$4,450",,16%,,,,,,
Launceston General Hospital,Hospital,Tas,Large regional hospitals,2013Ð14,"31,291",,"$4,100",,"$4,490",,17%,,,,,,
Launceston General Hospital,Hospital,Tas,Large regional hospitals,2014Ð15,"32,943",,"$4,400",,"$4,420",,16%,,,,,,
North West Regional Hospital,Hospital,Tas,Large regional hospitals,2012Ð13,"10,506",,"$5,000",,"$4,450",,9%,,,,,,
North West Regional Hospital,Hospital,Tas,Large regional hospitals,2013Ð14,"11,914",,"$4,800",,"$4,490",,11%,,,,,,
North West Regional Hospital,Hospital,Tas,Large regional hospitals,2014Ð15,"12,685",,"$4,800",,"$4,420",,9%,,,,,,
Royal Hobart Hospital,Hospital,Tas,Major hospitals,2012Ð13,"48,464",,"$4,500",,"$4,730",,23%,,,,,,
Royal Hobart Hospital,Hospital,Tas,Major hospitals,2013Ð14,"49,199",,"$4,400",,"$4,730",,23%,,,,,,
Royal Hobart Hospital,Hospital,Tas,Major hospitals,2014Ð15,"48,743",,"$4,900",,"$4,680",,25%,,,,,,
Alice Springs Hospital,Hospital,NT,Large regional hospitals,2012Ð13,"26,860",,"$4,000",#,"$4,450",,1%,,,,,,
Alice Springs Hospital,Hospital,NT,Large regional hospitals,2013Ð14,"27,658",,"$5,000",,"$4,490",,1%,,,,,,
Alice Springs Hospital,Hospital,NT,Large regional hospitals,2014Ð15,"30,296",,"$4,600",,"$4,420",,1%,,,,,,
Royal Darwin Hospital,Hospital,NT,Major hospitals,2012Ð13,"48,023",,"$5,300",,"$4,730",,1%,,,,,,
Royal Darwin Hospital,Hospital,NT,Major hospitals,2013Ð14,"49,911",,"$5,400",,"$4,730",,2%,,,,,,
Royal Darwin Hospital,Hospital,NT,Major hospitals,2014Ð15,"51,072",,"$5,200",,"$4,680",,3%,,,,,,
Calvary Public Hospital,Hospital,ACT,Large metropolitan hospitals,2012Ð13,"19,304",,"$5,800",,"$4,460",,5%,,,,,,
Calvary Public Hospital,Hospital,ACT,Large metropolitan hospitals,2013Ð14,"20,280",,"$5,900",,"$4,440",,5%,,,,,,
Calvary Public Hospital,Hospital,ACT,Large metropolitan hospitals,2014Ð15,"21,141",,"$6,000",,"$4,460",,4%,,,,,,
The Canberra Hospital,Hospital,ACT,Major hospitals,2012Ð13,"63,811",,"$6,000",,"$4,730",,10%,,,,,,
The Canberra Hospital,Hospital,ACT,Major hospitals,2013Ð14,"65,305",,"$6,400",,"$4,730",,12%,,,,,,
The Canberra Hospital,Hospital,ACT,Major hospitals,2014Ð15,"68,134",,"$6,000",,"$4,680",,13%,,,,,,

